sessionnat;acam;libelle_acam;departement;domaine;codeqp;libelleqp;cat_cand_exa;libelle_cat_exa;sexe;decision_1;libelle_decision_1;decision_11;libelle_decision_11;effectif
2022;22;Limoges;87;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;X;Absent;;;2
2022;22;Limoges;19;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;R;Refusé;;;6
2022;22;Limoges;19;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;X;Absent;;;1
2022;22;Limoges;87;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;B;Bien;;;1
2022;22;Limoges;87;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;D;Admis sans mention;;;1
2022;22;Limoges;87;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;P;Passe le second groupe;D;Admis sans mention;2
2022;22;Limoges;87;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;R;Refusé;;;2
2022;22;Limoges;87;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;X;Absent;;;1
2022;23;Nice;83;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;A;Très bien;;;1
2022;23;Nice;6;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;A;Très bien;;;513
2022;23;Nice;6;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;B;Bien;;;924
2022;23;Nice;6;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;C;Assez bien;;;1001
2022;23;Nice;6;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;D;Admis sans mention;;;680
2022;23;Nice;6;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;100
2022;23;Nice;6;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;U;Refusé;84
2022;23;Nice;6;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;R;Refusé;;;40
2022;23;Nice;6;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;S;Hors champ;;;5
2022;23;Nice;6;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;Y;TB avec félicitations;;;116
2022;23;Nice;83;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;A;Très bien;;;373
2022;23;Nice;83;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;B;Bien;;;741
2022;23;Nice;83;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;C;Assez bien;;;906
2022;23;Nice;83;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;D;Admis sans mention;;;615
2022;23;Nice;83;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;87
2022;23;Nice;83;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;U;Refusé;51
2022;23;Nice;83;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;R;Refusé;;;34
2022;23;Nice;83;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;Y;TB avec félicitations;;;84
2022;23;Nice;6;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;A;Très bien;;;357
2022;23;Nice;6;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;B;Bien;;;678
2022;23;Nice;6;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;C;Assez bien;;;855
2022;23;Nice;6;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;D;Admis sans mention;;;631
2022;23;Nice;6;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;D;Admis sans mention;114
2022;23;Nice;6;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;U;Refusé;71
2022;23;Nice;6;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;R;Refusé;;;58
2022;23;Nice;6;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;Y;TB avec félicitations;;;66
2022;23;Nice;83;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;A;Très bien;;;234
2022;23;Nice;83;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;B;Bien;;;513
2022;23;Nice;83;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;C;Assez bien;;;671
2022;23;Nice;83;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;D;Admis sans mention;;;573
2022;23;Nice;83;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;D;Admis sans mention;90
2022;23;Nice;83;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;U;Refusé;43
2022;23;Nice;83;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;R;Refusé;;;39
2022;23;Nice;83;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;S;Hors champ;;;1
2022;23;Nice;83;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;Y;TB avec félicitations;;;47
2022;23;Nice;6;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;A;Très bien;;;3
2022;23;Nice;6;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;B;Bien;;;8
2022;23;Nice;6;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;C;Assez bien;;;5
2022;23;Nice;6;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;D;Admis sans mention;;;6
2022;23;Nice;6;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;2
2022;23;Nice;6;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;U;Refusé;2
2022;23;Nice;6;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;R;Refusé;;;4
2022;23;Nice;83;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;A;Très bien;;;1
2022;23;Nice;83;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;B;Bien;;;3
2022;23;Nice;83;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;C;Assez bien;;;5
2022;23;Nice;83;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;D;Admis sans mention;;;9
2022;23;Nice;83;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;I;Hors champ;1
2022;23;Nice;83;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;U;Refusé;4
2022;23;Nice;83;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;R;Refusé;;;5
2022;23;Nice;6;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;A;Très bien;;;2
2022;23;Nice;6;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;B;Bien;;;5
2022;23;Nice;6;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;C;Assez bien;;;4
2022;23;Nice;6;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;D;Admis sans mention;;;6
2022;23;Nice;6;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;P;Passe le second groupe;D;Admis sans mention;1
2022;23;Nice;6;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;R;Refusé;;;3
2022;23;Nice;83;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;C;Assez bien;;;3
2022;23;Nice;83;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;D;Admis sans mention;;;4
2022;23;Nice;83;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;P;Passe le second groupe;D;Admis sans mention;2
2022;23;Nice;83;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;P;Passe le second groupe;U;Refusé;1
2022;23;Nice;83;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;R;Refusé;;;4
2022;23;Nice;6;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;A;Très bien;;;1
2022;23;Nice;6;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;C;Assez bien;;;1
2022;23;Nice;6;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;A;Très bien;;;6
2022;23;Nice;6;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;B;Bien;;;4
2022;23;Nice;6;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;C;Assez bien;;;7
2022;23;Nice;6;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;D;Admis sans mention;;;11
2022;23;Nice;6;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;P;Passe le second groupe;D;Admis sans mention;8
2022;23;Nice;6;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;P;Passe le second groupe;U;Refusé;8
2022;23;Nice;6;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;R;Refusé;;;24
2022;23;Nice;83;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;A;Très bien;;;8
2022;23;Nice;83;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;B;Bien;;;8
2022;23;Nice;83;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;C;Assez bien;;;4
2022;23;Nice;83;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;D;Admis sans mention;;;9
2022;23;Nice;83;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;P;Passe le second groupe;D;Admis sans mention;1
2022;23;Nice;83;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;P;Passe le second groupe;U;Refusé;1
2022;23;Nice;83;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;R;Refusé;;;17
2022;23;Nice;6;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;A;Très bien;;;2
2022;23;Nice;6;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;B;Bien;;;14
2022;23;Nice;6;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;C;Assez bien;;;21
2022;23;Nice;6;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;D;Admis sans mention;;;20
2022;23;Nice;6;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;P;Passe le second groupe;D;Admis sans mention;15
2022;23;Nice;6;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;P;Passe le second groupe;U;Refusé;9
2022;23;Nice;6;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;R;Refusé;;;35
2022;23;Nice;83;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;A;Très bien;;;3
2022;23;Nice;83;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;B;Bien;;;1
2022;23;Nice;83;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;C;Assez bien;;;3
2022;23;Nice;83;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;R;Refusé;;;10
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;A;Très bien;;;1
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;B;Bien;;;4
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;C;Assez bien;;;11
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;D;Admis sans mention;;;13
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;1
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;U;Refusé;1
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;R;Refusé;;;4
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;X;Absent;;;1
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;B;Bien;;;5
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;C;Assez bien;;;3
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;D;Admis sans mention;;;6
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;5
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;R;Refusé;;;3
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;X;Absent;;;1
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;A;Très bien;;;3
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;B;Bien;;;6
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;C;Assez bien;;;3
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;D;Admis sans mention;;;3
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;1
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;R;Refusé;;;4
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;Y;TB avec félicitations;;;1
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;A;Très bien;;;1
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;B;Bien;;;2
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;C;Assez bien;;;3
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;D;Admis sans mention;;;2
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;P;Passe le second groupe;D;Admis sans mention;1
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;R;Refusé;;;1
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;B;Bien;;;4
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;D;Admis sans mention;;;3
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;B;Bien;;;1
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;C;Assez bien;;;3
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;D;Admis sans mention;;;2
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;P;Passe le second groupe;D;Admis sans mention;1
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;R;Refusé;;;1
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;X;Absent;;;1
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;A;Très bien;;;524
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;B;Bien;;;1213
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;C;Assez bien;;;1642
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;D;Admis sans mention;;;1231
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;255
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;U;Refusé;136
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;R;Refusé;;;120
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;S;Hors champ;;;1
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;Y;TB avec félicitations;;;65
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;A;Très bien;;;493
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;B;Bien;;;1151
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;C;Assez bien;;;1592
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;D;Admis sans mention;;;1366
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;352
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;U;Refusé;130
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;R;Refusé;;;146
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;S;Hors champ;;;1
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;Y;TB avec félicitations;;;72
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;A;Très bien;;;536
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;B;Bien;;;1123
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;C;Assez bien;;;1310
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;D;Admis sans mention;;;827
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;180
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;U;Refusé;75
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;R;Refusé;;;64
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;Y;TB avec félicitations;;;66
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;A;Très bien;;;304
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;B;Bien;;;707
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;C;Assez bien;;;1172
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;D;Admis sans mention;;;1181
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;D;Admis sans mention;298
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;U;Refusé;190
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;R;Refusé;;;111
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;S;Hors champ;;;1
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;Y;TB avec félicitations;;;36
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;A;Très bien;;;237
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;B;Bien;;;613
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;C;Assez bien;;;1031
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;D;Admis sans mention;;;1155
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;D;Admis sans mention;419
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;U;Refusé;141
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;R;Refusé;;;192
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;Y;TB avec félicitations;;;25
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;A;Très bien;;;361
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;B;Bien;;;771
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;C;Assez bien;;;1049
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;D;Admis sans mention;;;918
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;D;Admis sans mention;201
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;U;Refusé;84
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;R;Refusé;;;79
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;Y;TB avec félicitations;;;49
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;B;Bien;;;1
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;C;Assez bien;;;3
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;D;Admis sans mention;;;8
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;P;Passe le second groupe;D;Admis sans mention;4
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;P;Passe le second groupe;U;Refusé;2
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;R;Refusé;;;12
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;X;Absent;;;25
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;A;Très bien;;;1
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;B;Bien;;;11
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;C;Assez bien;;;11
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;D;Admis sans mention;;;12
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;P;Passe le second groupe;D;Admis sans mention;8
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;P;Passe le second groupe;U;Refusé;1
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;R;Refusé;;;17
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;X;Absent;;;29
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;A;Très bien;;;4
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;B;Bien;;;7
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;C;Assez bien;;;11
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;D;Admis sans mention;;;10
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;P;Passe le second groupe;D;Admis sans mention;4
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;P;Passe le second groupe;U;Refusé;5
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;R;Refusé;;;8
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;X;Absent;;;20
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;C;Assez bien;;;1
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;D;Admis sans mention;;;4
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;P;Passe le second groupe;D;Admis sans mention;2
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;P;Passe le second groupe;U;Refusé;2
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;R;Refusé;;;10
2022;24;Créteil;77;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;X;Absent;;;14
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;A;Très bien;;;1
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;B;Bien;;;1
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;C;Assez bien;;;4
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;D;Admis sans mention;;;10
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;P;Passe le second groupe;D;Admis sans mention;6
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;P;Passe le second groupe;U;Refusé;2
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;R;Refusé;;;12
2022;24;Créteil;93;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;X;Absent;;;33
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;B;Bien;;;1
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;C;Assez bien;;;3
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;D;Admis sans mention;;;11
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;P;Passe le second groupe;D;Admis sans mention;7
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;P;Passe le second groupe;U;Refusé;1
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;R;Refusé;;;22
2022;24;Créteil;94;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;X;Absent;;;29
2022;25;Versailles;78;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;A;Très bien;;;4
2022;25;Versailles;78;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;B;Bien;;;7
2022;25;Versailles;78;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;C;Assez bien;;;14
2022;25;Versailles;78;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;D;Admis sans mention;;;7
2022;25;Versailles;78;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;3
2022;25;Versailles;78;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;U;Refusé;2
2022;25;Versailles;78;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;R;Refusé;;;4
2022;25;Versailles;91;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;B;Bien;;;5
2022;25;Versailles;91;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;C;Assez bien;;;6
2022;25;Versailles;91;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;D;Admis sans mention;;;9
2022;25;Versailles;91;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;U;Refusé;1
2022;25;Versailles;91;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;Y;TB avec félicitations;;;1
2022;25;Versailles;92;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;A;Très bien;;;3
2022;25;Versailles;92;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;B;Bien;;;5
2022;25;Versailles;92;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;C;Assez bien;;;9
2022;25;Versailles;92;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;D;Admis sans mention;;;3
2022;25;Versailles;92;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;R;Refusé;;;3
2022;25;Versailles;95;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;A;Très bien;;;2
